"","V1","V2","V3"
"Chr05_01821717",0,0,0
"Chr05_01951522",0,0,0
"Chr05_02064355",0,0,0
"Chr05_02092129",0.0454509475344363,0,0
"Chr05_02240623",0,0,0
"Chr05_02476579",0,0,0
"Chr05_02743365",0,0,0
"Chr05_02805769",0,0,0
"Chr05_02807049",0,0,0
"Chr05_02846111",0,0,0
"Chr05_02919972",0,0,0
"Chr05_03037780",0,0,0
"Chr05_03056526",0,0,0
"Chr05_03061555",0,0,0
"Chr05_03068490",-0.0378521559902746,0,0
"Chr05_03109628",0,0,0
"Chr05_03362270",0,0,0
"Chr05_03379706",0,0,0
"Chr05_03437488",-0.0149826667837282,0,0
"Chr05_03502138",0,0,0
"Chr05_03507893",0,0.232212024378086,0
"Chr05_03522948",0,0,0
"Chr05_03541983",0,0,0
"Chr05_03639936",0,0,0
"Chr05_03717600",0,0,0
"Chr05_03730110",0,0,0
"Chr05_03919293",0,0,0
"Chr05_04006977",0,0,0
"Chr05_04058244",0,0,0
"Chr05_04137322",0,0,0
"Chr05_04263288",0,0,0
"Chr05_04266121",0.00291657622548011,0,0
"Chr05_04269030",0,0,0
"Chr05_04364067",0,0,0.11999053395154
"Chr05_04508876",0,0,0
"Chr05_04524476",0,0,0
"Chr05_04537868",0,0,0
"Chr05_04954498",0,0,0
"Chr05_05196409",0,0,0
"Chr05_05296988",0,0,0
"Chr05_05335586",0,0,0
"Chr05_05340191",0,0,0
"Chr05_05428846",0,0,0
"Chr05_05481315",0,0,0
"Chr05_05501711",0,0,0
"Chr05_05783819",0,0,0
"Chr05_07261391",-0.055230799410521,0,0
"Chr05_08132183",0,0,0
"Chr05_09989127",0,0,0
"Chr05_10672188",0,0,0
"Chr05_13884483",0,0,0
"Chr05_14570641",0,0,0
"Chr05_15039037",0,0,0
"Chr05_15378302",0,0,0
"Chr05_15388858",0,0,0
"Chr05_15642477",0,0,0
"Chr05_16011122",0,0,0
"Chr05_16915835",0,-0.154447804797369,0
"Chr05_17394271",0,0,0
"Chr05_18311893",0,0,0
"Chr05_18860400",0,0,0
"Chr05_19292082",0,0,0
"Chr05_19549407",0.0495661645506778,0,0
"Chr05_24188625",0,0,0
"Chr05_25081911",0,0,0
"Chr05_26571506",0,0,0
"Chr05_27238532",0,0,0
"Chr05_27611162",0,0,0
"Chr05_27714236",0,0,0
"Chr05_27832472",0,0,0.106553381898989
"Chr05_28275994",0,0,0
"Chr05_28380324",0,0,0
"Chr05_28728765",0,0,0
"Chr05_28862293",0,0,0
"Chr05_29113760",0,0,0
"Chr05_31062277",0,0,0
"Chr05_31106419",0,0,0
"Chr05_31119642",0,0,0.0629385113205025
"Chr05_31321892",0,0,0
"Chr05_31438725",0,0,0
"Chr05_31509945",0,0,0
"Chr05_31544730",0,0,0
"Chr05_31676373",0,0,0
"Chr05_31882544",-0.108059759960782,0,0
"Chr05_31929319",0,0,0
"Chr05_32310032",0,0,0
"Chr05_32458762",0,0,0
"Chr05_33027200",0,0,0
"Chr05_33051525",0,0,0
"Chr05_33082006",0,0,0
"Chr05_33216126",-0.0215553691051202,0,0
"Chr05_33310039",-0.0499410412136536,0,0
"Chr05_33350603",0,0,0
"Chr05_33488937",0,0,0
"Chr05_33496535",0,0,0
"Chr05_33544598",0,0,0
"Chr05_33621638",0,-0.0900149552843114,0
"Chr05_33624631",0,0,0
"Chr05_33712318",0,0,0
"Chr05_33779698",0,0,0
"Chr05_33819287",0,0,0
"Chr05_33820233",0,0,0
"Chr05_33855242",0,0,0
"Chr05_33856463",0,0,0
"Chr05_33866669",0,0,0.0249461783917477
"Chr05_33885277",0,0.127955954000555,0
"Chr05_33987633",0,0,0
"Chr05_34006672",0,0,0
"Chr05_34142495",0,0,0
"Chr05_34321936",0,0,0
"Chr05_34354446",0,0,0
"Chr05_34404547",0,0,0
"Chr05_34455093",0,0,0
"Chr05_34555539",0,0,0
"Chr05_34592712",0,0,0
"Chr05_34599148",0,0,0
"Chr05_34650648",0,0,0
"Chr05_34655322",0,0,0
"Chr05_34867188",0,0,0
"Chr05_35101237",0,0,0
"Chr05_35120485",0,0,0
"Chr05_35223296",0,0.316453185121,0
"Chr05_35245696",0,-0.235844608104426,0
"Chr05_35323388",0,0,0
"Chr05_35460638",0,0,-0.0543930049889521
"Chr05_35502848",0,0,0
"Chr05_35633185",0,0,0
"Chr05_35693283",0,0,0
"Chr05_36005657",0,0,0
"Chr05_36610883",0,0,0
"Chr05_36731243",0,0,0
"Chr05_36815393",-0.00850752942714688,0,0
"Chr05_36856712",0,0,0
"Chr05_36902759",0,0,0
"Chr05_36947149",0,0,0
"Chr05_36965515",0,0,0
"Chr05_37004415",0,0,0
"Chr05_37061733",0,0,0
"Chr05_37108369",0,0,0
"Chr05_37280303",0,0,0
"Chr05_37314977",0,0.075587867392305,0
"Chr05_37426050",0,0,0
"Chr05_37468617",0,0,0
"Chr05_37751937",0,0,0
"Chr05_37922309",0,0,0
"Chr05_37928222",0,0.125401529014934,0
"Chr05_37934732",0,0,0
"Chr05_37940321",0,0,0
"Chr05_38007613",0,0,0
"Chr05_38074006",0,0,0.0166067588550708
"Chr05_38089127",0,0,0
"Chr05_38093813",0,0,0
"Chr05_38404843",0,0,0
"Chr05_38520329",0,0,0
"Chr05_38534744",0,0,0
"Chr05_38549334",0,0,0
"Chr05_38786904",0,0,0
"Chr05_38898336",0,0,0
"Chr05_38909794",0,0,0
"Chr05_38985591",0,0,0
"Chr05_39142406",0,0,0
"Chr05_39288797",0,0,0
"Chr05_39299163",0,0,0
"Chr05_39354603",0,0,0
"Chr05_39586162",0,0,0
"Chr05_39593037",0,0,0
"Chr05_40082562",0,0,0
"Chr05_40124004",0,-0.0102923250028118,0
"Chr05_40165458",0,0,0
"Chr05_40174071",0,0,0
"Chr05_40177637",0,0,0
"Chr05_40190558",0,0,0
"Chr05_40219855",0,0,0
"Chr05_40253811",0,0,0
"Chr05_41017391",0,0,0
"Chr05_41057724",0,0,0
"Chr05_41082944",0,0,0
"Chr05_41126317",0,0,0
"Chr05_41326494",0,0,0
"Chr05_41365677",0,0,0
"Chr05_42070065",0,0,0
"Chr06_00033032",0,0,0.000628674731576721
"Chr06_00380721",0,0,0
"Chr06_00629318",0,0,0
"Chr06_00661388",0,0,0
"Chr06_00756924",0,0,0
"Chr06_00835945",0.056324917767762,0,0
"Chr06_01459245",0,0,0
"Chr06_01941361",0,0,0
"Chr06_03396192",0,0,0
"Chr06_03442427",0,0,0
"Chr06_03448890",0,0,0
"Chr06_03485925",0,0,0
"Chr06_03576322",0,0,0
"Chr06_04150660",0,0,0
"Chr06_04245030",0,0,0
"Chr06_04961656",0,0,0
"Chr06_05112467",0,0,0
"Chr06_06190024",0,0,-0.0916543104640278
"Chr06_06318489",0,0,0
"Chr06_06969868",0,-0.274715528626596,0
"Chr06_07518829",0,0,0
"Chr06_07637888",-0.373115304167949,0,0
"Chr06_07837123",0,0,0
"Chr06_07978808",0,0,0
"Chr06_08133148",0,0,0
"Chr06_08292887",0,0,0
"Chr06_08655264",0,0,0
"Chr06_09574265",0,0,0
"Chr06_09822607",0,0,0.256130914917935
"Chr06_09867604",0,0,0
"Chr06_10335428",0,0,-0.0527776799074383
"Chr06_10808038",0,-0.0411522400539087,0
"Chr06_10885743",0,0,0
"Chr06_11065403",0.107756193541255,0,0
"Chr06_11662746",0,0,0
"Chr06_11806990",0,0,0
"Chr06_13180497",0,0,0
"Chr06_13242252",0,0,0
"Chr06_13368554",0,0,0
"Chr06_13401522",0,0,0
"Chr06_13651064",0,0.0649013368633188,0
"Chr06_13781851",0,0,0
"Chr06_13820409",0,0,0
"Chr06_13854053",0,0,0
"Chr06_14444520",0,0,0
"Chr06_14606225",0,0,0
"Chr06_14820517",0,0,0
"Chr06_15261552",0,0,0
"Chr06_15524002",0,0,0
"Chr06_15642869",0,0,0
"Chr06_15705119",0,0,0
"Chr06_15834565",0,0,0
"Chr06_15887892",0,0,0
"Chr06_15938325",0,0,0
"Chr06_16206037",0,0,0
"Chr06_16701469",0,0,0
"Chr06_16749523",0,0,0
"Chr06_17114448",0,0,0
"Chr06_17322318",0,0,0
"Chr06_17336340",0,0,0
"Chr06_17451957",0,0.0531083107728823,0
"Chr06_17479694",0,0,0
"Chr06_17596903",0,-0.0384997628621388,0
"Chr06_18304015",0,0,0
"Chr06_18492343",0,0,0
"Chr06_18524744",0,0,0
"Chr06_18797212",0,0,0
"Chr06_18983194",0,0,0
"Chr06_19113654",0,0,0
"Chr06_19122151",0,0,0
"Chr06_19172326",0,0,0
"Chr06_19948047",0,0,0
"Chr06_20192738",0,0,0
"Chr06_20244146",0,0,0
"Chr06_21708966",0,0,0
"Chr06_22113039",0,0,0
"Chr06_23048138",0,0,0
"Chr06_23384434",0,0,0
"Chr06_23706373",0,0,0.122941042776678
"Chr06_26530535",0,0,0
"Chr06_27589864",0,-0.0734741811918068,0
"Chr06_27883038",0,0,0
"Chr06_29366166",0,0,-0.0495349615113488
"Chr06_30040221",0,0,0
"Chr06_30981432",0,0,0
"Chr06_31031767",0,0,0
"Chr06_33718128",0,0,0
"Chr06_34129795",0,0.0469857633283261,0
"Chr06_34381000",0,0,0
"Chr06_35016892",0,0,0
"Chr06_35457008",0.197762048497181,0,0
"Chr06_35542064",0,0,0
"Chr06_36053266",0,0,0
"Chr06_36094652",0,0,-0.0605171801066101
"Chr06_36471728",0,0,0
"Chr06_38353546",0,0,0
"Chr06_38701950",0,0,-0.0456926097015841
"Chr06_38973217",0,0,0
"Chr06_39014682",0.117056180541365,0,0
"Chr06_39177058",0,0,0
"Chr06_39373186",0,0,0
"Chr06_39496538",0,0,0
"Chr06_39740958",0,0,0
"Chr06_40120753",0,0,0.195397262794632
"Chr06_40210615",0,0,0
"Chr06_40310275",0,0,0
"Chr06_40639663",0,0,0
"Chr06_41289182",0,-0.139336640949295,0
"Chr06_41711537",0,0,0
"Chr06_41899330",0,0,0
"Chr06_41902168",0,0,0
"Chr06_42005997",0,0,0
"Chr06_42026498",0,0,0
"Chr06_42127945",0,0,0
"Chr06_42197684",0,0,0
"Chr06_43003239",0,0,0
"Chr06_43327340",0,0,0
"Chr06_43512789",0,0,0
"Chr06_43813420",0,0,0
"Chr06_44353760",0,0,0
"Chr06_44514473",0,0,0
"Chr06_44581598",0,0,0
"Chr06_44627077",0,0,0
"Chr06_44640185",0,0,0
"Chr06_44671670",0,0,0
"Chr06_44838190",0,0,0
"Chr06_44894892",0.162533955615483,0,0
"Chr06_45081416",0,0,0
"Chr06_45354970",0,0,0
"Chr06_45373316",0,0,0
"Chr06_45940813",0,0,0
"Chr06_45981815",0,0,0
"Chr06_46053094",0,0,0
"Chr06_46231430",0,0,0
"Chr06_46711198",0,0,0
"Chr06_46731067",0.224753010636012,0,0
"Chr06_46753775",0,0,0
"Chr06_46755964",0,0,0
"Chr06_46827213",0,0,0
"Chr06_46865953",0,0,0
"Chr06_46890944",0,0,0
"Chr06_46896157",0,0,0
"Chr06_46953314",0,0,0
"Chr06_46957264",0,0,0
"Chr06_47120987",0,0,0
"Chr06_47150114",0,0,0
"Chr06_47302337",0,0,0
"Chr06_47368591",0,0,0.0390571869871025
"Chr06_47373636",0,0,0
"Chr06_47485978",0,0,0
"Chr06_47718506",0,0,0
"Chr06_47722548",0,0,0
"Chr06_47798663",0,0,0
"Chr06_47979912",0,0,0
"Chr06_48190332",0,0,0
"Chr06_48208147",0,0,0
"Chr06_48216189",0,0,0
"Chr06_48308932",0,0,0
"Chr06_48316109",0,0,0
"Chr06_48316358",0,0,0
"Chr06_48328609",0,0,0
"Chr06_48328610",0,0,0
"Chr06_48421934",0,0,0
"Chr06_48427563",0,0,0
"Chr06_48489184",0,0,0
"Chr06_48633462",0,0,0
"Chr06_48661238",0,0,0
"Chr06_48798545",0,0,0
"Chr06_48824937",0,0,0
"Chr06_48832806",0,0,0
"Chr06_48864773",0,0,0
"Chr06_48878863",0,0,0
"Chr06_48886064",0,0,0
"Chr06_48939919",0.0288802892160474,0,0
"Chr06_49103262",0.121586576054357,0,0
"Chr06_49187801",0,0,0
"Chr06_49622270",0,0,0
"Chr06_49636795",0,0,0
"Chr06_49647183",0,0,0
"Chr06_49702204",0,0,0
"Chr06_49716783",0,-0.0579210311175775,0
"Chr06_49759103",0,0,0
"Chr06_49838192",0,0,0
"Chr06_49874943",0,0,0
"Chr06_49881242",0.0465861427100047,0,0
"Chr06_50099178",0,0,0
"Chr06_50176071",0,0,0
"Chr06_50176183",0,0,0
"Chr06_50239584",0,0,0
"Chr06_50403913",0,-0.170442434561036,0
"Chr06_50516211",0,0,0
"Chr06_50662339",0,0,0
"Chr06_50675116",0,0,0
"Chr06_50692752",0,0,0
"Chr06_50712677",0,0,0
"Chr06_50820640",0,0,0
"Chr06_50837734",0,0,0
"Chr06_50891390",0,0,0
"Chr06_50925012",0,0,0
"Chr06_51191643",0,0,0
"Chr07_00131081",0,0,0
"Chr07_00157553",0,0,0
"Chr07_00213855",0,0,0
"Chr07_00295307",0,0,0
"Chr07_00593768",0.0568487637744493,0,0
"Chr07_00729453",0,0,0
"Chr07_00773171",0,0,0
"Chr07_00807842",0,0,0
"Chr07_00913047",0.173537463895692,0,0
"Chr07_00964140",0,0,0
"Chr07_01026529",0,0,0
"Chr07_01141385",0,0,0
"Chr07_01143062",-0.0108693705988388,0,0
"Chr07_01317505",0,0,0
"Chr07_01477283",0,-0.103185691772295,0
"Chr07_01566946",0,0,0
"Chr07_01635742",0,0,0
"Chr07_02087817",0,0,0
"Chr07_02109961",0,0,0
"Chr07_02565414",0,0,0
"Chr07_02603430",0,0,0
"Chr07_02796097",0,0,0
"Chr07_02799102",0,0,0
"Chr07_03014563",0,0,0
"Chr07_03469480",0,0,0
"Chr07_03819450",0,0,0
"Chr07_03820453",0,0,0
"Chr07_03923708",0,0,0
"Chr07_03926429",0,0,0
"Chr07_03950367",0,0,0
"Chr07_04020852",0,0,-0.278290477819999
"Chr07_04218843",0,0.0369738380728794,0
"Chr07_04434855",0,0,0
"Chr07_04470543",0,0,0
"Chr07_04493410",0,0,0
"Chr07_04506012",0,0,0.14098381120923
"Chr07_04537578",0,0,0
"Chr07_04582816",0,0,0
"Chr07_04594835",0,0,0
"Chr07_04827582",0.0752932822862906,0,0
"Chr07_04850218",0,0,0
"Chr07_04875776",0,0,0.170840151030989
"Chr07_04887375",0.266438014880164,0,0
"Chr07_04894900",0,0,0
"Chr07_04903051",0,0,0
"Chr07_04940869",0,0.0459713753848742,0
"Chr07_04952909",0,0,0
"Chr07_04957283",0,0,0
"Chr07_04972534",0,0.276017064410468,0
"Chr07_05005017",0,0,0
"Chr07_05054979",0,0,0
"Chr07_05098677",0,0,0
"Chr07_05099498",0,0,0
"Chr07_05106661",0,0,0
"Chr07_05168324",0,-0.577713212347061,0
"Chr07_05179590",0,0,0
"Chr07_05196214",0,0,0
"Chr07_05222881",0,0,0
"Chr07_05264314",0,0,0
"Chr07_05415848",0,0,0
"Chr07_05417577",0,0,0
"Chr07_05427810",0,0,0
"Chr07_05508695",0,0,0
"Chr07_05774162",0,0,0
"Chr07_05806334",0,0,0
"Chr07_05916681",0,0,0
"Chr07_05933170",0,0,0
"Chr07_05936788",0,0,0
"Chr07_05943477",0,0,0
"Chr07_06000190",0,0,0
"Chr07_06006066",0,0,0
"Chr07_06046423",0,0.175879628775355,0
"Chr07_06094699",0,0,0
"Chr07_06209653",0,0,0
"Chr07_06210330",0,0,0
"Chr07_06253187",0,0,0
"Chr07_06257325",0,0,0
"Chr07_06349738",0,0,0
"Chr07_06396010",0,0,0
"Chr07_06452078",0,0,0
"Chr07_06602642",0,0,0
"Chr07_06654852",0,0,0
"Chr07_06679299",0,0,0
"Chr07_06718185",0,0,-0.182845969588577
"Chr07_06720149",0,0,0
"Chr07_06756318",0,0,0
"Chr07_06919872",0,0,0
"Chr07_06947899",0,0,0
"Chr07_06958890",-0.109401247647227,0,0
"Chr07_06985605",0,0,0
"Chr07_07024929",0,0,0
"Chr07_07026019",0,0,0
"Chr07_07027997",0,0,0
"Chr07_07067807",0,0,0
"Chr07_07131909",0,0,0
"Chr07_07134906",0,0,0.0511837244731076
"Chr07_07154405",0,0,0
"Chr07_07227654",0,0,0
"Chr07_07261463",0,0,0
"Chr07_07353442",0,0,0
"Chr07_07362321",0,0,0
"Chr07_07469587",0,0,0
"Chr07_07477081",0,0,0
"Chr07_07586339",0,0,-0.137632779435198
"Chr07_07621996",0,0,0
"Chr07_07627367",0,0,0
"Chr07_07627483",0,0.265829237555674,0
"Chr07_07883960",0,0,0
"Chr07_07934736",0,0,0
"Chr07_08026084",0,0,0
"Chr07_08189219",0,0,0
"Chr07_08229872",0,0,0
"Chr07_08339149",0,0,0
"Chr07_08363659",0,0,0
"Chr07_08461073",0,0,0
"Chr07_08469389",0,0,0
"Chr07_08471414",0,0,0
"Chr07_08483064",0,0,0
"Chr07_08567325",0,0,0
"Chr07_08630349",0,0,0.0580336354986174
"Chr07_08687477",0,0,0
"Chr07_08762794",0,-0.0144996346945967,0
"Chr07_08787708",0.0693551829525484,0,0
"Chr07_08937673",0,0,0
"Chr07_09033446",0,0,0
"Chr07_09070782",0,0,0
"Chr07_09087453",0,0,0
"Chr07_09168892",0,0,0
"Chr07_09193568",0,0,0.0749811596057212
"Chr07_09234837",0,0,-0.22129299452446
"Chr07_09294030",0,0,0
"Chr07_09559678",0,0,0
"Chr07_09572590",0,0,0
"Chr07_09600730",0,0,0
"Chr07_09691521",0,0,0
"Chr07_10103866",0,0,0
"Chr07_10346417",0,0,0
"Chr07_10652759",0,0,0
"Chr07_11667659",0.35243222251217,0,0
"Chr07_11943836",0,0,0
"Chr07_13502117",0,0,0
"Chr07_13934061",0,0,0
"Chr07_14878095",0,0,0
"Chr07_15188727",0,0,0
"Chr07_15357774",0,0,0
"Chr07_15582880",0,0,0
"Chr07_15653141",0,0,0
"Chr07_15709665",-0.0291516155144449,0,0
"Chr07_15715564",0,0,0
"Chr07_15836834",0,0,0
"Chr07_16022430",0,0,0
"Chr07_16045768",-0.0289708084412612,0,0
"Chr07_16185977",0,0,0
"Chr07_16546486",0,0,0
"Chr07_17286160",0,0,0
"Chr07_17743403",0,0,0
"Chr07_17985883",0,0,0
"Chr07_18001700",0,0,0
"Chr07_18256917",0,0,0
"Chr07_18356097",0,0,0
"Chr07_18379806",0,0,0
"Chr07_18794282",0,0,0
"Chr07_21493971",0,-0.0356757603442358,0
"Chr07_22762239",0,0,0
"Chr07_23347322",0,0,0
"Chr07_24323940",0,0,0
"Chr07_26482469",0,0,0
"Chr07_26930922",0,0,0
"Chr07_27938608",0,0,0
"Chr07_31216694",0,0,0
"Chr07_32271897",0,0,0
"Chr07_33919148",0,0,0
"Chr07_34053615",0,0,0
"Chr07_34180096",0,0,0
"Chr07_34646326",0,0,0
"Chr07_35137034",0,0,0
"Chr07_35216096",0,0,0
"Chr07_35397947",0,0,0
"Chr07_35729523",0,0,0
"Chr07_36482812",0,0,0
"Chr07_36544601",0,0,-0.211238235332914
"Chr07_36550113",0,0,0
"Chr07_36643555",0,0,0
"Chr07_37141924",0,0,0
"Chr07_37392184",0,0,0
"Chr07_38077107",0,0,0
"Chr07_38184109",0,0,0
"Chr07_38288506",0,0,0
"Chr07_38488263",0,0,0
"Chr07_38602221",0,0,0
"Chr07_39018573",0,0,0
"Chr07_39738025",0,0,0
"Chr07_40551553",0,-0.143071319300521,0
"Chr07_42378779",0,0,0
"Chr07_42502993",0,0,0
"Chr07_42586748",0,0,0
"Chr07_42730177",0,0,0
"Chr07_42897450",0,0,0
"Chr07_42940465",0,0,0
"Chr07_43679938",0,0,0
"Chr08_00888019",0,0,0
"Chr08_00941760",0,0,0
"Chr08_01077992",0,0,0
"Chr08_01890031",0,0,0
"Chr08_01922330",0,0,0
"Chr08_02073669",0,0,0
"Chr08_02232329",0,0,0
"Chr08_02357389",0,-0.143751924583764,0
"Chr08_02648402",0,0,0
"Chr08_02790365",0,0,0
"Chr08_03058773",0,0,0
"Chr08_03379168",0,0,0
"Chr08_03522724",0,0,0
"Chr08_03527127",0,0,0
"Chr08_03697695",0,0,0
"Chr08_03759688",0,-0.299934997770724,0
"Chr08_03816547",0,0,-0.0670009952131519
"Chr08_04476788",0,0,0
"Chr08_05133088",0,0,0
"Chr08_05328562",0.0201666389972656,0,0
"Chr08_05752071",0,0,0
"Chr08_05825377",0,0,0
"Chr08_06124047",0,0,0
"Chr08_06243057",0,0,0
"Chr08_06583984",0.0254540401914398,0,0
"Chr08_06597057",0,0,-0.142451866309206
"Chr08_06875428",0,0,0
"Chr08_07478545",0,0,0
"Chr08_07721758",0,0,0
"Chr08_07775824",0,0,0
"Chr08_07913446",0,0,0
"Chr08_07978093",0,0,0
"Chr08_08005239",0,0,0.00520181027620699
"Chr08_08036351",0,-0.268105279485546,0
"Chr08_08046502",0,0,-0.051077274245736
"Chr08_08092329",0,0,0
"Chr08_08357665",0,0,0
"Chr08_08779953",0,0,0
"Chr08_08915892",0,0,0
"Chr08_09062894",0,0,0
"Chr08_09063387",0,0,0
"Chr08_09130588",0,0,0
"Chr08_09223787",0,0,0
"Chr08_09244998",0,0,0
"Chr08_09283001",0,0,0
"Chr08_09436099",0,0,0
"Chr08_09460524",0,0,0
"Chr08_09528012",0,0,0
"Chr08_09529915",0,0,0
"Chr08_09591339",0,0,0
"Chr08_09641232",0,0,0
"Chr08_09679001",0,0.0436065986949055,0
"Chr08_09754602",0,0,0
"Chr08_09786177",0,0,0
"Chr08_09877278",0,0,0
"Chr08_09893571",0,0,0
"Chr08_09915318",0,0,0
"Chr08_10396712",0,0,0
"Chr08_10523760",0,0,0
"Chr08_10542225",0,0,0
"Chr08_10623313",0,0,0
"Chr08_10705825",0,0,0
"Chr08_11015833",0.0670248986991148,0,0
"Chr08_11177430",0,0,0
"Chr08_11233165",0,0,0
"Chr08_11237644",0,0,0
"Chr08_11269954",0,0,0
"Chr08_11448488",0,0,0
"Chr08_11499453",0,0.214797315206791,0
"Chr08_11897202",0,0,0
"Chr08_11921646",0,0,0
"Chr08_12206137",0,0,0
"Chr08_12448487",0,0,0
"Chr08_13299346",0,0,0
"Chr08_13304872",-0.0964569889408334,0,0
"Chr08_13715120",0,0,0
"Chr08_13922305",0,0,0
"Chr08_13935910",0,0,0
"Chr08_13937871",0,0,0
"Chr08_14037677",0,0,0
"Chr08_14123195",0,0,0
"Chr08_14180816",0,0,0
"Chr08_14201343",0,0,0
"Chr08_14234785",0,0,0
"Chr08_14306348",0,0,0
"Chr08_14331342",0,0,0
"Chr08_14436911",0,0,0
"Chr08_14535593",0,0,0
"Chr08_14573727",0,0,0
"Chr08_14611043",0,0,0
"Chr08_14879155",0,0,0.146184817326519
"Chr08_15137549",0,0,0
"Chr08_15200693",0.0902284291061797,0,0
"Chr08_15240451",0,0,0
"Chr08_15503836",0,0,0
"Chr08_15524774",0,0,0
"Chr08_15698863",0,0,-0.0436056125217878
"Chr08_16387334",0,0,0
"Chr08_16451124",0,0,0
"Chr08_16615325",0,0,0
"Chr08_17151983",0,0,0
"Chr08_17159893",0,0,0
"Chr08_17191673",0,0,0
"Chr08_17200929",0,0,0
"Chr08_17338410",0,0,0
"Chr08_17353197",0,0,0
"Chr08_17477170",0,0,0
"Chr08_17492373",0,0,0
"Chr08_17601805",0,0,0
"Chr08_17815397",-0.19913254258991,0,0
"Chr08_18032262",0,0,0
"Chr08_18120518",0,0,-0.0502353916107066
"Chr08_18160070",0,0,0
"Chr08_18208751",0,0,0
"Chr08_18299592",0,0,0
"Chr08_18547641",0,0,0
"Chr08_19016861",0,0,0
"Chr08_19193684",0,0,0
"Chr08_20201703",0,0,0
"Chr08_20467887",0,0,0
"Chr08_20568985",0,0,0
"Chr08_20805867",0,0,0
"Chr08_21363660",0,0,0
"Chr08_21802881",0,0,0
"Chr08_21887535",0,0,0
"Chr08_21936092",0,0,0
"Chr08_22039467",0,-0.0956115590702431,0
"Chr08_23116360",0,0,0
"Chr08_23162195",0,0,0
"Chr08_23176597",-0.00534610460450606,0,0
"Chr08_23454044",0,0,0
"Chr08_28263485",0,0,0
"Chr08_28339503",0.196425211070855,0,0
"Chr08_29524964",0,0,0
"Chr08_31557175",0,0,0
"Chr08_35354934",0,0,0
"Chr08_35558691",0,0,0
"Chr08_35571112",0,0,0
"Chr08_35618035",0,0,0
"Chr08_35723743",0,0,0
"Chr08_36177047",0,0,0
"Chr08_36604411",0,0,0
"Chr08_36688404",0,0,0
"Chr08_36811708",0,0,0
"Chr08_39411234",0,0,0
"Chr08_39472100",0,0,0
"Chr08_39586647",0,0,0
"Chr08_40010196",0,0,0
"Chr08_40932515",-0.0107660470521082,0,0
"Chr08_40934624",0,0,0
"Chr08_41000926",0,0,0
"Chr08_41658502",0,0,0
"Chr08_41699759",0,0,0
"Chr08_41715805",0,0,0
"Chr08_41796986",0,0,0
"Chr08_41975184",0,0,0
"Chr08_42001462",0,0,0
"Chr08_42092741",0,0,0
"Chr08_42482508",0,0,0
"Chr08_42482813",0,0.0023169224573634,0
"Chr08_42537516",0,0,0
"Chr08_42557005",0.169806987863712,0,0
"Chr08_42641580",0,0,-0.296233221929186
"Chr08_42850756",0,0,0
"Chr08_42867439",0,0,0
"Chr08_43008908",0,0,0.279850309823776
"Chr08_43245360",0,0,0
"Chr08_43490390",0,0,0
"Chr08_43530107",0,0,0
"Chr08_43568272",0,0,0
"Chr08_43583706",0,0,0
"Chr08_43596807",0,0,0
"Chr08_43653698",0,0,0
"Chr08_43675791",0,0,0
"Chr08_43779016",0,0,0
"Chr08_43824493",0,0,0
"Chr08_43861036",0,0,0
"Chr08_43877730",0,-0.0483432496649566,0
"Chr08_43905209",0,-0.0111203002403959,0
"Chr08_43961107",0,0,0
"Chr08_43963426",0,0,0
"Chr08_43972857",0,0.496436801012422,0
"Chr08_43994438",0,0,0
"Chr08_44025939",0,0,0.0672418607424028
"Chr08_44070858",0,0,0
"Chr08_44418008",0,0,0
"Chr08_45108046",0,0,0
"Chr08_45181255",0,0,0
"Chr08_45298536",0,0,0
"Chr08_45344107",0,0,0
"Chr08_45401536",0,0,0
"Chr08_45401975",0,0,0
"Chr08_45403798",0,0,0
"Chr08_45913521",0,0,0
"Chr08_46069852",0,0,0
"Chr08_46248942",0,0,0
"Chr08_46314399",0,0,0
"Chr08_46777602",0,0,0
"Chr08_46783731",0,0,0
"Chr08_47591246",0,0,0
"Chr09_00008230",0,0,0
"Chr09_00351017",0,0,0
"Chr09_00686841",0,0,0
"Chr09_00792630",0,0,0
"Chr09_01051488",0,0,0
"Chr09_01150699",0,0,0
"Chr09_01272051",0,0,0
"Chr09_01298000",0,0,0
"Chr09_01443052",0,0,0
"Chr09_01469421",0,0,0
"Chr09_01483100",0,0,0
"Chr09_01528641",0,0,0
"Chr09_01554560",0,0,0
"Chr09_01591094",0,0,0
"Chr09_01706763",0,0,0
"Chr09_01828369",0,0,-0.0114663242756439
"Chr09_02054872",0.00703400958088844,0,0
"Chr09_02176727",0,0,0
"Chr09_02382121",0,0,0
"Chr09_02488631",0,0.10867392470677,0
"Chr09_02676022",0,0,0
"Chr09_02731158",0,0,0
"Chr09_02855974",0,0,0
"Chr09_02957215",0,0,0
"Chr09_03251850",0,0,0
"Chr09_03494396",0,0,0
"Chr09_03630848",-0.119808262717561,0,0
"Chr09_04167836",0,0,0
"Chr09_04368124",0,0,0
"Chr09_04433249",0,0,0
"Chr09_04449668",0,0,-0.231671373405813
"Chr09_04485902",0,0,0
"Chr09_04729339",0,0,0
"Chr09_05062078",0,0,0
"Chr09_05111721",0,0,0
"Chr09_05335434",0,0,0.0972950362934666
"Chr09_05338938",0,0,0
"Chr09_05431623",0,0,0
"Chr09_05575823",0,0,0
"Chr09_05787574",0,0,0
